session_id,tunnel_id,source,completed,fail_reason,n_points,duration_ms,speed_mean,speed_std,speed_min,speed_max,speed_median,accel_mean,accel_std,accel_max,jerk_mean,jerk_std,jerk_max,curvature_mean,curvature_std,curvature_max,dt_mean,dt_std,dt_min,dt_max,path_length,straight_line_dist,path_efficiency,direction_changes,centerline_dev_mean,centerline_dev_std,tremor_power_8_12hz,is_agent
02478c7f-7f42-48b5-991a-7735f0a832d9,5,human,False,out_of_bounds,90,900.0999999046326,0.6285224893033035,0.5015393950995551,0.0,2.106167358582662,0.47392018425510174,-0.003489692400865153,0.030314570626168158,0.0635911693940417,0.00021497233881660665,0.005467794107052414,0.01936548329742363,0.01777734643123637,0.038076310554063846,0.25,10.113483144995872,2.906528525567752,4.0,17.40000009536743,524.3725952510885,287.8367592924851,0.5489164801884021,6,12.981915084373519,7.752411313230126,9.074921882663105,0
02612c62-c385-479f-839e-95b35fbf2506,3,human,True,,127,1048.8999998569489,0.589954527680268,0.24053112621204806,0.1204819249421562,1.5334845945156745,0.5988238652476375,-0.0002450245211769883,0.023551494000582016,0.08211430272158411,0.00019188232184140543,0.00471367740773321,0.018514111206695816,0.013290385323146069,0.0214612729689714,0.1280077375904375,8.324603173467848,0.36551475412587153,7.299999952316284,9.400000095367432,617.9786398698421,475.0010526304126,0.7686366841586251,1,12.3726826349066,7.709317791213976,3.029949568510883,0
046f1712-2dda-44ef-bc21-8128d910a59a,3,human,True,,167,1412.1999998092651,0.4901279410731713,0.24826543965639958,0.026737968016708476,1.4102048166221002,0.4370525715617673,-0.00024755596467903354,0.018746425856997227,0.05367853050008234,3.178809038297376e-05,0.0037171436442167377,0.01026033185678095,0.029901365984307413,0.052616119455348054,0.35355339059327373,8.507228914513645,2.3144534314347887,4.299999952316284,37.39999985694885,678.182393105109,474.0042193905029,0.698933243047256,11,8.502775684671414,6.117335665996792,8.61139049260326,0
05c48230-2a09-4e7a-958b-06a46ed28bfd,5,human,True,,135,1361.5,0.5494795911686029,0.316444957392586,0.0,1.4076239981768968,0.4967597167837361,-0.004108872588710408,0.032224974849436545,0.06109840899542941,0.0004276994890395293,0.006906120159986212,0.04417435238557313,0.027674062410841856,0.0579721335434152,0.35355339059327373,10.16044776119403,3.1478023206633807,4.400000095367432,22.799999952316284,686.4995422774916,474.89367230991826,0.6917610909607284,9,9.192257022988843,5.894686734561689,3.6544870928131896,0
062e8703-00f9-40f6-979e-b03ff07cac7e,1,human,True,,165,1387.0999999046326,0.507722210666237,0.29986233536733375,0.0,1.5066174676312585,0.42418250299576343,-0.0004975720903595516,0.024160007959217508,0.10894070250733494,7.709914821742567e-05,0.005053295637116579,0.019425502325757526,0.06843494539015492,0.4715430229088543,6.0,8.457926828686784,1.7690077311141812,6.300000190734863,30.59999990463257,693.319564712443,486.9917863783742,0.7024059483744064,11,12.212218206787602,8.184035605948768,2.2727050982556585,0
076265eb-8cf5-40ce-b5f5-20b2c5079185,8,human,True,,166,1379.0,0.49873218740550884,0.22640768681081233,0.0,1.2436632887662296,0.45069390943299864,-0.000558798880795164,0.017921598612126707,0.05757982093834909,8.423761487216829e-05,0.003664970615743965,0.01171035146620397,0.028633344699130606,0.0644761133359128,0.5,8.357575757575757,0.6476204877836189,7.299999952316284,12.899999856948853,684.4330264790337,488.1721008005271,0.7132503574701203,7,10.99162986986277,7.221489400895959,2.8332348098024935,0
096e027b-0dc1-4b5c-9940-f99a207c0d0a,0,human,False,out_of_bounds,62,507.40000009536743,0.6869322469600049,0.468920764604428,0.11904761769603982,1.9049865532143053,0.5323971314555038,0.001184531453273316,0.029288768418911693,0.08821400357721425,0.00020376521937023735,0.005692079788127118,0.0115846538563122,0.040245190064788154,0.1575695378715053,1.2521980673998823,8.318032788448646,0.1971171043303196,7.5,9.099999904632568,348.40297307582347,295.53003231482245,0.8482419931890357,6,14.380366906384001,9.957656434852739,12.568290183890243,0
09fb84e7-0716-4d30-a4fb-433dc0c81d67,6,human,True,,157,1304.3999998569489,0.47365750606673346,0.16279097199766016,0.12195121880303814,1.0336227945622467,0.43970137249968216,-0.00029078222184028953,0.01475423705489319,0.032741374184234825,3.355837381561827e-05,0.00300666067527283,0.008225245056282195,0.023946947353922835,0.06922396921134435,0.7155417527999327,8.361538460621468,0.533068230970218,7.299999952316284,12.700000047683716,616.7288070726928,529.2343526265089,0.8581313967455535,4,11.301167277807338,8.074646117363391,2.9719944579534405,0
0a954619-e8c9-4e28-874a-b14d454b9553,2,human,True,,159,1317.1000001430511,0.46729955385274563,0.16953548833284746,0.16070608750410892,1.1973434285972862,0.43440377062385244,-0.0004091513209893313,0.0179222951460713,0.06015871623850009,5.7583266162239615e-05,0.0037425289180712724,0.01273647065120619,0.01678056294739932,0.01980327050911978,0.12649110640673517,8.336075950272475,0.20721734608742148,7.400000095367432,9.299999952316284,614.6783207676639,517.130544446951,0.8413027220499876,3,10.218779333784346,6.6904084188284525,2.1121634061744334,0
0bd799c1-b757-4b10-8be7-b132076379d6,2,human,True,,152,1274.5,0.5055826272209052,0.23129988562943724,0.0392156862745098,1.5708921097326995,0.49913419848462176,-0.0006139749130197384,0.01894510730523433,0.04629912426661904,8.399765412617242e-05,0.003624901518055015,0.014595311989533248,0.02268222497720193,0.0623288274772247,0.6666666666666666,8.440397350993377,1.4123006839442176,7.3999998569488525,25.5,635.4218043825529,515.1087263869639,0.8106563590267434,3,11.976606101184066,6.746761616011404,6.873233891631495,0
0f085a5c-4bc7-4650-94de-3aec05e98647,0,human,True,,166,1375.0,0.4828388220969768,0.26805228183545027,0.10752688227175068,1.9525261048392055,0.43440377062385244,-0.0006185198990986452,0.020048408203029496,0.11279603285199313,7.35464760235557e-05,0.003901347882074157,0.013883028339533934,0.037540447297088046,0.11558682633477303,1.0606601717798212,8.333333333333334,0.5167888396228956,7.199999809265137,9.400000095367432,662.3404198439966,512.7855302170684,0.7742023812133443,11,11.861483427518987,7.867933354543148,4.767687076143114,0
13e7e274-586f-4557-bf90-81d09efd0be1,5,human,True,,177,1487.0999999046326,0.48009913196342696,0.27091125154576035,0.03311258272917447,1.8132793417999413,0.3809973106428611,-0.00042804563762617327,0.021272049729929864,0.09444353082378544,4.5971366078527244e-05,0.004390812457910657,0.01917184450282795,0.022518299825850786,0.0570929736431755,0.7155417527999327,8.449431817639958,1.6526836732502075,6.8999998569488525,30.200000047683716,704.3230271514304,486.3589209626981,0.6905338917140504,6,8.816350946901048,5.191407537433273,4.546114235295888,0
14216015-a33f-4f6c-802a-98f298b0ec6e,3,human,False,out_of_bounds,90,743.5999999046326,0.5712847457417894,0.30416556556987556,0.11904761769603982,1.6298006013006623,0.5388115484613775,0.0004207507846965148,0.02465857920570568,0.09195620335634706,5.743427161159836e-05,0.005242688445704332,0.016414253555378164,0.021870622882893095,0.051333584471341155,0.2683281572999747,8.355056178703737,0.5462869967073163,7.299999952316284,12.099999904632568,424.41222601751264,334.0538878684096,0.7870977021633336,4,14.031471849339855,8.310226679988928,3.6192502742056725,0
16413549-40ea-44fb-b4cb-56dbee02b652,6,human,True,,141,1162.2999999523163,0.5062605046994516,0.15834583708739886,0.0,0.9488292949230778,0.494990050361772,-0.0007085579375416496,0.02190479328984057,0.07412728756128278,0.0001224210578326689,0.004626023427426873,0.013634626274857292,0.01728915319375189,0.02599852669907652,0.22360679774997896,8.30214285680226,0.5849869296347886,6.400000095367432,9.5,585.3532340996551,515.3193184812694,0.8803561481536761,4,9.159820567213655,5.357191496656892,1.152794190314409,0
16d8a908-893b-4cf2-9394-9ecbbd14ae9f,9,human,True,,141,1440.2999999523163,0.5290238334004999,0.38131150388428825,0.0,2.103625329428263,0.3983282080424082,-0.00257105460878326,0.027690888014296908,0.1370489476310758,4.496673962577958e-05,0.0047599732941156145,0.01688403266514321,0.05073979773411023,0.1567877792755168,1.0606601717798212,10.287857142516545,3.1691474368692907,5.700000047683716,23.300000190734863,712.1111545356152,488.3646178829912,0.6857982981624062,10,8.99108334115245,6.436215412434723,6.7149971090165765,0
17f77f40-7fb5-4b8b-acdd-c15cf4ea4be2,9,human,True,,168,1392.3000001907349,0.494651911332391,0.26110553752232757,0.0,1.4335231885546944,0.43970137249968216,-0.00018963221544462532,0.020801230562875212,0.06158572704118809,3.957423822054457e-05,0.004181917886359533,0.013780352399711175,0.052486566779048095,0.18318295755184197,2.0,8.33712574964512,0.21955072178227095,7.599999904632568,9.100000143051147,688.3224523502536,482.7017712832635,0.7012727387216482,11,8.725541285664399,6.157850073971903,4.717832547635015,0
1bd09d4b-afec-407a-b205-ad8f3863ec79,5,human,True,,164,1358.4000000953674,0.4929450065195408,0.22550643072748916,0.0,1.4706693597422509,0.4808748240086006,-0.000500934978748037,0.01816817719385307,0.04236532834347807,5.459957700915469e-05,0.0035766368765276584,0.010944066410440973,0.034101359271188694,0.10216669155101125,1.0,8.33374233187342,0.4404711531551831,7.299999952316284,9.5,667.664630692554,480.5049427425279,0.7196800918510697,11,11.268339263673008,7.41393666793004,2.1626082516281606,0
1be8e4c3-7628-4f8a-9b9f-7520972508b7,0,human,False,out_of_bounds,135,1117.2999999523163,0.4616243214632694,0.2000369362100011,0.12345679157700705,1.25556464403866,0.43440377062385244,-0.00022405530987152053,0.019202771028256245,0.057651694170442754,0.0001262326563567149,0.00386578408970698,0.010763672206910048,0.027131467415770737,0.04723145510724979,0.2986847210443541,8.33805970113669,0.2758419361173085,7.299999952316284,9.399999856948853,514.6366939021958,391.8596687591108,0.761429710322175,9,11.716767432829737,7.557963211756384,2.027066320890089,0
1c0e3c79-80d7-4ca4-8a27-aa076ddf5633,1,human,True,,186,1558.2000000476837,0.49410972941469555,0.3021046295151608,0.0,1.5662650242480307,0.43440377062385244,-0.00023423646841675284,0.02123982465075472,0.06180830465538659,3.79282965474384e-05,0.004240029896031452,0.01670871994870042,0.057836862017608986,0.20129635037723137,2.0,8.422702702960452,1.2317086470502203,8.099999904632568,25.09999990463257,762.2340211066037,502.622124463299,0.6594065740251231,15,9.642861707233456,5.499964151806495,6.244276488068316,0
1e20a17d-30c3-492c-87fb-dbfb8a49e164,7,human,True,,152,1270.7999999523163,0.4623017859116539,0.18369843785627313,0.0,1.1842105411756734,0.43970137249968216,-0.0005596853768007294,0.01860792407164524,0.07677516468170952,7.529722982227324e-05,0.0037326393562517853,0.0152890675475952,0.03174447573735194,0.11667739287747726,1.0,8.415894039419314,1.0760544101637637,6.599999904632568,20.90000009536743,583.8776469033306,487.1242141384474,0.8342915964020419,6,12.259581350870326,6.553374807322303,1.807857988095406,0
1ff3d3d8-6c36-41b0-a04c-d4c9be31fc4b,3,human,True,,146,1208.4000000953674,0.5332355581809206,0.25791291704415176,0.0,1.39045782740112,0.5028177562977367,-0.0008139278390112886,0.021273140757502713,0.059209250839811114,0.00011923092377785495,0.004402289363998941,0.011793201267290441,0.02997379151936404,0.11897995945965377,1.0,8.333793104105983,0.3297273036185426,7.299999952316284,9.300000190734863,643.3847819392224,474.17823653137015,0.7370056766063882,6,13.729358439175812,9.084936636143128,1.6406958058862942,0
210a70e8-fefc-41c2-80e6-e4111a78200a,1,human,True,,174,1445.2999999523163,0.48160007072141037,0.19721303969160756,0.0,1.1504854972191683,0.4757591393220907,-0.0005962199965751561,0.01906803653625666,0.071779399048049,9.621142988125217e-05,0.004105317860185712,0.01756615235595385,0.029007797161095934,0.06951854336353076,0.7071067811865475,8.354335259839978,0.5109734899471453,7.299999952316284,12.699999809265137,693.7384131621886,481.87342736448954,0.6946039288325132,14,9.743616893406033,5.4261655099382,2.0330616210110803,0
22ae9ec7-9e85-44d2-a1a4-a9783cfb49b9,1,human,True,,171,1414.9000000953674,0.4758302617061552,0.20599260032923852,0.11904761769603982,1.2129525675867243,0.43440377062385244,-0.00048709850710247274,0.02317061716413223,0.07563752046662699,0.00011252596135948361,0.004859936640159156,0.01998010591202832,0.023134782476346184,0.035096667477653234,0.2222222222222222,8.322941177031574,0.3201151256111676,6.400000095367432,9.400000095367432,672.486636150371,474.5239719972006,0.7056258763945086,5,11.74000318734933,7.435443181324482,3.198553417265133,0
